1,1,0,0,0
1,1,0.5,0,0.024979
1,1,1,0,0.0499579
1,1,1.5,0,0.0749369
1,1,2,0,0.0999158
1,1,2.5,0,0.124895
1,1,3,0,0.149874
1,1,3.5,0,0.174853
1,1,4,0,0.199832
1,1,4.5,0,0.224811
1,1,5,0,0.24979
1,1,5.5,0,0.274769
1,1,6,0,0.299747
1,1,6.5,0,0.324726
1,1,7,0,0.349705
1,1,7.5,0,0.374684
1,1,8,0,0.399663
1,1,8.5,0,0.424642
1,1,9,0,0.449621
1,1,9.5,0,0.4746
1,1,10,0,0.499579
1,1,10.5,0,0.524558
1,1,11,0,0.549537
1,1,11.5,0,0.574516
1,1,12,0,0.599495
1,1,12.5,0,0.624474
1,1,13,0,0.649453
1,1,13.5,0,0.674432
1,1,14,0,0.699411
1,1,14.5,0,0.72439
1,1,15,0,0.749369
1,1,15.5,0,0.774348
1,1,16,0,0.799327
1,1,16.5,0,0.824306
1,1,17,0,0.849285
1,1,17.5,0,0.874264
1,1,18,0,0.899242
1,1,18.5,0,0.924221
1,1,19,0,0.9492
1,1,19.5,0,0.974179
1,1,20,0,0.999158
1,1,20.5,0,1.02414
1,1,21,0,1.04912
1,1,21.5,0,1.0741
1,1,22,0,1.09907
1,1,22.5,0,1.12405
1,1,23,0,1.14903
1,1,23.5,0,1.17401
1,1,24,0,1.19899
1,1,24.5,0,1.22397
1,1,25,0,1.24895
1,1,25.5,0,1.27393
1,1,26,0,1.29891
1,1,26.5,0,1.32388
1,1,27,0,1.34886
1,1,27.5,0,1.37384
1,1,28,0,1.39882
1,1,28.5,0,1.4238
1,1,29,0,1.44878
1,1,29.5,0,1.47376
1,1,30,0,1.49874
1,1,30.5,0,1.52372
1,1,31,0,1.5487
1,1,31.5,0,1.57367
1,1,32,0,1.59865
1,1,32.5,0,1.62363
1,1,33,0,1.64861
1,1,33.5,0,1.67359
1,1,34,0,1.69857
1,1,34.5,0,1.72355
1,1,35,0,1.74853
1,1,35.5,0,1.77351
1,1,36,0,1.79848
1,1,36.5,0,1.82346
1,1,37,0,1.84844
1,1,37.5,0,1.87342
1,1,38,0,1.8984
1,1,38.5,0,1.92338
1,1,39,0,1.94836
1,1,39.5,0,1.97334
1,1,40,0,1.99832
1,1,40.5,0,2.0233
1,1,41,0,2.04827
1,1,41.5,0,2.07325
1,1,42,0,2.09823
1,1,42.5,0,2.12321
1,1,43,0,2.14819
1,1,43.5,0,2.17317
1,1,44,0,2.19815
1,1,44.5,0,2.22313
1,1,45,0,2.24811
1,1,45.5,0,2.27309
1,1,46,0,2.29806
1,1,46.5,0,2.32304
1,1,47,0,2.34802
1,1,47.5,0,2.373
1,1,48,0,2.39798
1,1,48.5,0,2.42296
1,1,49,0,2.44794
1,1,49.5,0,2.47292
1,1,50,0,2.4979
1,1,50.5,0,2.52287
1,1,51,0,2.54785
1,1,51.5,0,2.57283
1,1,52,0,2.59781
1,1,52.5,0,2.62279
1,1,53,0,2.64777
1,1,53.5,0,2.67275
1,1,54,0,2.69773
1,1,54.5,0,2.72271
1,1,55,0,2.74769
1,1,55.5,0,2.77266
1,1,56,0,2.79764
1,1,56.5,0,2.82262
1,1,57,0,2.8476
1,1,57.5,0,2.87258
1,1,58,0,2.89756
1,1,58.5,0,2.92254
1,1,59,0,2.94752
1,1,59.5,0,2.9725
1,1,60,0,2.99747
1,1,60.5,0,3.02245
1,1,61,0,3.04743
1,1,61.5,0,3.07241
1,1,62,0,3.09739
1,1,62.5,0,3.12237
1,1,63,0,3.14735
1,1,63.5,0,3.17233
1,1,64,0,3.19731
1,1,64.5,0,3.22229
1,1,65,0,3.24726
1,1,65.5,0,3.27224
1,1,66,0,3.29722
1,1,66.5,0,3.3222
1,1,67,0,3.34718
1,1,67.5,0,3.37216
1,1,68,0,3.39714
1,1,68.5,0,3.42212
1,1,69,0,3.4471
1,1,69.5,0,3.47208
1,1,70,0,3.49705
1,1,70.5,0,3.52203
1,1,71,0,3.54701
1,1,71.5,0,3.57199
1,1,72,0,3.59697
1,1,72.5,0,3.62195
1,1,73,0,3.64693
1,1,73.5,0,3.67191
1,1,74,0,3.69689
1,1,74.5,0,3.72186
1,1,75,0,3.74684
1,1,75.5,0,3.77182
1,1,76,0,3.7968
1,1,76.5,0,3.82178
1,1,77,0,3.84676
1,1,77.5,0,3.87174
1,1,78,0,3.89672
1,1,78.5,0,3.9217
1,1,79,0,3.94668
1,1,79.5,0,3.97165
1,1,80,0,3.99663
1,1,80.5,0,4.02161
1,1,81,0,4.04659
1,1,81.5,0,4.07157
1,1,82,0,4.09655
1,1,82.5,0,4.12153
1,1,83,0,4.14651
1,1,83.5,0,4.17149
1,1,84,0,4.19646
1,1,84.5,0,4.22144
1,1,85,0,4.24642
1,1,85.5,0,4.2714
1,1,86,0,4.29638
1,1,86.5,0,4.32136
1,1,87,0,4.34634
1,1,87.5,0,4.37132
1,1,88,0,4.3963
1,1,88.5,0,4.42128
1,1,89,0,4.44625
1,1,89.5,0,4.47123
1,1,90,0,4.49621
1,1,90.5,0,4.52119
1,1,91,0,4.54617
1,1,91.5,0,4.57115
1,1,92,0,4.59613
1,1,92.5,0,4.62111
1,1,93,0,4.64609
1,1,93.5,0,4.67107
1,1,94,0,4.69604
1,1,94.5,0,4.72102
1,1,95,0,4.746
1,1,95.5,0,4.77098
1,1,96,0,4.79596
1,1,96.5,0,4.82094
1,1,97,0,4.84592
1,1,97.5,0,4.8709
1,1,98,0,4.89588
1,1,98.5,0,4.92085
1,1,99,0,4.94583
1,1,99.5,0,4.97081
1,1,100,0,4.99579
1,1,100.5,0,5.02077
1,1,101,0,5.04575
1,1,101.5,0,5.07073
1,1,102,0,5.09571
1,1,102.5,0,5.12069
1,1,103,0,5.14567
1,1,103.5,0,5.17064
1,1,104,0,5.19562
1,1,104.5,0,5.2206
1,1,105,0,5.24558
1,1,105.5,0,5.27056
1,1,106,0,5.29554
1,1,106.5,0,5.32052
1,1,107,0,5.3455
1,1,107.5,0,5.37048
1,1,108,0,5.39545
1,1,108.5,0,5.42043
1,1,109,0,5.44541
1,1,109.5,0,5.47039
1,1,110,0,5.49537
1,1,110.5,0,5.52035
1,1,111,0,5.54533
1,1,111.5,0,5.57031
1,1,112,0,5.59529
1,1,112.5,0,5.62027
1,1,113,0,5.64524
1,1,113.5,0,5.67022
1,1,114,0,5.6952
1,1,114.5,0,5.72018
1,1,115,0,5.74516
1,1,115.5,0,5.77014
1,1,116,0,5.79512
1,1,116.5,0,5.8201
1,1,117,0,5.84508
1,1,117.5,0,5.87006
1,1,118,0,5.89503
1,1,118.5,0,5.92001
1,1,119,0,5.94499
1,1,119.5,0,5.96997
1,1,120,0,5.99495
1,1,120.5,0,6.01993
1,1,121,0,6.04491
1,1,121.5,0,6.06989
1,1,122,0,6.09487
1,1,122.5,0,6.11984
1,1,123,0,6.14482
1,1,123.5,0,6.1698
1,1,124,0,6.19478
1,1,124.5,0,6.21976
1,1,125,0,6.24474
1,1,125.5,0,6.26972
1,1,126,0,6.2947
1,1,126.5,0,6.31968
1,1,127,0,6.34466
1,1,127.5,0,6.36963
1,1,128,0,6.39461
1,1,128.5,0,6.41959
1,1,129,0,6.44457
1,1,129.5,0,6.46955
1,1,130,0,6.49453
1,1,130.5,0,6.51951
1,1,131,0,6.54449
1,1,131.5,0,6.56947
1,1,132,0,6.59444
1,1,132.5,0,6.61942
1,1,133,0,6.6444
1,1,133.5,0,6.66938
1,1,134,0,6.69436
1,1,134.5,0,6.71934
1,1,135,0,6.74432
1,1,135.5,0,6.7693
1,1,136,0,6.79428
1,1,136.5,0,6.81926
1,1,137,0,6.84423
1,1,137.5,0,6.86921
1,1,138,0,6.89419
1,1,138.5,0,6.91917
1,1,139,0,6.94415
1,1,139.5,0,6.96913
1,1,140,0,6.99411
1,1,140.5,0,7.01909
1,1,141,0,7.04407
1,1,141.5,0,7.06905
1,1,142,0,7.09402
1,1,142.5,0,7.119
1,1,143,0,7.14398
1,1,143.5,0,7.16896
1,1,144,0,7.19394
1,1,144.5,0,7.21892
1,1,145,0,7.2439
1,1,145.5,0,7.26888
1,1,146,0,7.29386
1,1,146.5,0,7.31883
1,1,147,0,7.34381
1,1,147.5,0,7.36879
1,1,148,0,7.39377
1,1,148.5,0,7.41875
1,1,149,0,7.44373
1,1,149.5,0,7.46871
1,1,150,0,7.49369
1,1,150.5,0,7.51867
